,FS_Method,N_Features,ML_Model,CV_RMSE_dev,Holdout_RMSE,Holdout_MAE,Holdout_R2,Best_Params,Features,Time_sec
41,RFE_Ridge_Top30,30,Lasso,0.6074,0.6477,0.5185,0.0945,{'model__alpha': 0.01},"sum_weighted_score, struggle_ratio, hard_challenge_efficiency, apathy_speed, hint_reading_duration, impulsive_help_ratio, carefulness_index, star_efficiency, exploration_efficiency, ratio_hint_time, ratio_redo_success, PCA_Duration, PCA_Hints, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_ambition_vs_reality, inter_strategic_retreat, PCA_Performance_Star, inter_exploratory_brilliance, inter_obsessive_correction, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.5
42,MutualInfo_p90,8,SVR_RBF,0.6092,0.6477,0.5157,0.0946,"{'model__gamma': 0.001, 'model__epsilon': 0.01, 'model__C': 10.0}","sum_weighted_score, humility_challenging, stubbornness_index, impulsive_help_ratio, adaptive_learning_capacity, ratio_redo_success, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer",1.0
43,RF_Importance_med,40,ElasticNet,0.6099,0.648,0.5175,0.0938,"{'model__l1_ratio': 0.3, 'model__alpha': 0.1}","sum_weighted_score, struggle_ratio, score_velocity, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, carefulness_index, contemplation_index, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.9
44,Pearson_gt0.20,18,KNN_Regressor,0.6169,0.6482,0.5152,0.0933,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, impulsive_help_ratio, ratio_redo_success, Comp_Joyous_Exploration, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.6
45,MutualInfo_p70,24,RandomForest,0.6072,0.6482,0.5201,0.0933,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, humility_challenging, struggle_ratio, grind_capacity, score_velocity, hard_challenge_efficiency, stubbornness_index, impulsive_help_ratio, hint_dependency_gravity, reckless_action_index, adaptive_learning_capacity, ratio_redo_success, Comp_Joyous_Exploration, Psych_Calculated_Risk_Growth, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",6.1
46,Lasso_NonZero,29,CatBoost,0.6019,0.6483,0.5237,0.0929,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 50, 'model__depth': 4}","sum_weighted_score, struggle_ratio, grind_capacity, boldness_score, impulsive_help_ratio, delayed_gratification_hint, hint_reliance_ratio, carefulness_index, tuas_dominance, keypad_dominance, hesitation_penalty, exploration_efficiency, hint_dependency_gravity, reckless_action_index, calculated_risk_taking, stubborn_failure_magnitude, time_diff_end_vs_start, ratio_success_per_duration, inter_hint_x_skip, Comp_Awareness_Limit, Psych_Ego_Awareness, ratio_struggle_time, HighOrd_Star_x_Effort, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",6.8
47,RFE_Ridge_Top20,20,Lasso,0.6068,0.6484,0.5199,0.0927,{'model__alpha': 0.01},"sum_weighted_score, struggle_ratio, hard_challenge_efficiency, impulsive_help_ratio, carefulness_index, star_efficiency, ratio_hint_time, ratio_redo_success, PCA_Hints, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_strategic_retreat, inter_exploratory_brilliance, inter_obsessive_correction, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Mutant_Omega_Curiosity",0.3
48,Pearson_gt0.15,24,ElasticNet,0.608,0.6485,0.5182,0.0925,"{'model__l1_ratio': 0.3, 'model__alpha': 0.1}","sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, impulsive_help_ratio, hint_reliance_ratio, carefulness_index, adaptive_learning_capacity, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.8
49,Spearman_gt0.30,11,SVR_RBF,0.6058,0.6486,0.5207,0.0922,"{'model__gamma': 0.01, 'model__epsilon': 0.1, 'model__C': 1.0}","sum_weighted_score, score_velocity, adaptive_learning_capacity, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",1.1
50,MutualInfo_p80,16,RandomForest,0.6058,0.6487,0.5224,0.0918,"{'model__n_estimators': 100, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, humility_challenging, struggle_ratio, grind_capacity, hard_challenge_efficiency, stubbornness_index, impulsive_help_ratio, adaptive_learning_capacity, ratio_redo_success, Comp_Joyous_Exploration, inter_exploratory_brilliance, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",5.6
51,Kendall_gt0.10,31,CatBoost,0.6013,0.6487,0.5201,0.0918,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 50, 'model__depth': 4}","sum_weighted_score, humility_challenging, struggle_ratio, grind_capacity, score_velocity, boldness_score, stubbornness_index, impulsive_help_ratio, delayed_gratification_hint, hint_reliance_ratio, carefulness_index, hint_dependency_gravity, adaptive_learning_capacity, stubborn_failure_magnitude, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",8.1
52,RFE_Ridge_Top20,20,XGBoost,0.6229,0.6489,0.5235,0.0911,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, struggle_ratio, hard_challenge_efficiency, impulsive_help_ratio, carefulness_index, star_efficiency, ratio_hint_time, ratio_redo_success, PCA_Hints, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_strategic_retreat, inter_exploratory_brilliance, inter_obsessive_correction, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Mutant_Omega_Curiosity",7.8
53,Kendall_gt0.20,13,KNN_Regressor,0.6191,0.649,0.5173,0.0911,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, score_velocity, adaptive_learning_capacity, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",1.1
54,Kendall_gt0.10,31,RandomForest,0.6042,0.6491,0.5207,0.0907,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__max_features': 'log2', 'model__max_depth': 5}","sum_weighted_score, humility_challenging, struggle_ratio, grind_capacity, score_velocity, boldness_score, stubbornness_index, impulsive_help_ratio, delayed_gratification_hint, hint_reliance_ratio, carefulness_index, hint_dependency_gravity, adaptive_learning_capacity, stubborn_failure_magnitude, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",5.1
55,RF_Importance_p90,8,CatBoost,0.6047,0.6491,0.5183,0.0906,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 50, 'model__depth': 4}","sum_weighted_score, hint_reading_duration, time_diff_end_vs_start, time_diff_max_vs_avg, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Mutant_AoL_Resilience",4.4
56,Spearman_gt0.15,29,RandomForest,0.6047,0.6493,0.522,0.0901,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, humility_challenging, struggle_ratio, grind_capacity, score_velocity, boldness_score, stubbornness_index, impulsive_help_ratio, hint_reliance_ratio, carefulness_index, hint_dependency_gravity, adaptive_learning_capacity, stubborn_failure_magnitude, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",6.0
57,Kendall_gt0.15,21,KNN_Regressor,0.6118,0.6493,0.5231,0.0901,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, humility_challenging, struggle_ratio, grind_capacity, score_velocity, stubbornness_index, adaptive_learning_capacity, ratio_redo_success, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",1.0
58,RFE_Ridge_Top30,30,RandomForest,0.6055,0.6493,0.5202,0.0901,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__max_features': 'log2', 'model__max_depth': 5}","sum_weighted_score, struggle_ratio, hard_challenge_efficiency, apathy_speed, hint_reading_duration, impulsive_help_ratio, carefulness_index, star_efficiency, exploration_efficiency, ratio_hint_time, ratio_redo_success, PCA_Duration, PCA_Hints, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_ambition_vs_reality, inter_strategic_retreat, PCA_Performance_Star, inter_exploratory_brilliance, inter_obsessive_correction, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",5.1
59,Pearson_gt0.15,24,Lasso,0.6075,0.6495,0.5207,0.0896,{'model__alpha': 0.01},"sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, impulsive_help_ratio, hint_reliance_ratio, carefulness_index, adaptive_learning_capacity, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",7.2
60,MutualInfo_p90,8,Ridge,0.6061,0.6498,0.5158,0.0887,{'model__alpha': 100.0},"sum_weighted_score, humility_challenging, stubbornness_index, impulsive_help_ratio, adaptive_learning_capacity, ratio_redo_success, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer",0.2
61,Pearson_gt0.30,6,XGBoost,0.6199,0.6498,0.5187,0.0888,"{'model__subsample': 0.8, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Mutant_Omega_Curiosity",3.6
62,Spearman_gt0.30,11,XGBoost,0.6253,0.6499,0.5112,0.0885,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, score_velocity, adaptive_learning_capacity, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",6.8
63,RFE_Ridge_Top30,30,Ridge,0.602,0.65,0.5176,0.0881,{'model__alpha': 100.0},"sum_weighted_score, struggle_ratio, hard_challenge_efficiency, apathy_speed, hint_reading_duration, impulsive_help_ratio, carefulness_index, star_efficiency, exploration_efficiency, ratio_hint_time, ratio_redo_success, PCA_Duration, PCA_Hints, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_ambition_vs_reality, inter_strategic_retreat, PCA_Performance_Star, inter_exploratory_brilliance, inter_obsessive_correction, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.4
64,RF_Importance_med,40,RandomForest,0.6082,0.65,0.5185,0.0882,"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, struggle_ratio, score_velocity, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, carefulness_index, contemplation_index, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",6.5
65,Pearson_gt0.20,18,Lasso,0.6075,0.65,0.521,0.0882,{'model__alpha': 0.01},"sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, impulsive_help_ratio, ratio_redo_success, Comp_Joyous_Exploration, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.6
66,Pearson_gt0.20,18,Ridge,0.6048,0.6502,0.5197,0.0877,{'model__alpha': 100.0},"sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, impulsive_help_ratio, ratio_redo_success, Comp_Joyous_Exploration, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.6
67,Kendall_gt0.20,13,XGBoost,0.6258,0.6502,0.5123,0.0875,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, score_velocity, adaptive_learning_capacity, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",7.2
68,MutualInfo_p70,24,Ridge,0.6069,0.6503,0.5179,0.0872,{'model__alpha': 500.0},"sum_weighted_score, humility_challenging, struggle_ratio, grind_capacity, score_velocity, hard_challenge_efficiency, stubbornness_index, impulsive_help_ratio, hint_dependency_gravity, reckless_action_index, adaptive_learning_capacity, ratio_redo_success, Comp_Joyous_Exploration, Psych_Calculated_Risk_Growth, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.4
69,RF_Importance_p80,16,ElasticNet,0.606,0.6505,0.5188,0.0869,"{'model__l1_ratio': 0.3, 'model__alpha': 0.1}","sum_weighted_score, score_velocity, hint_reading_duration, contemplation_index, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_squared, Psych_Flow_Stamina, ratio_struggle_time, inter_obsessive_correction, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Mutant_AoL_Resilience",0.7
70,Pearson_gt0.15,24,Ridge,0.6055,0.6506,0.5209,0.0866,{'model__alpha': 100.0},"sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, impulsive_help_ratio, hint_reliance_ratio, carefulness_index, adaptive_learning_capacity, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.5
71,RFE_Ridge_Top20,20,Ridge,0.6019,0.6507,0.5204,0.0861,{'model__alpha': 100.0},"sum_weighted_score, struggle_ratio, hard_challenge_efficiency, impulsive_help_ratio, carefulness_index, star_efficiency, ratio_hint_time, ratio_redo_success, PCA_Hints, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_strategic_retreat, inter_exploratory_brilliance, inter_obsessive_correction, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Mutant_Omega_Curiosity",0.3
72,Pearson_gt0.30,6,Lasso,0.6036,0.6508,0.5215,0.0859,{'model__alpha': 0.01},"sum_weighted_score, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Mutant_Omega_Curiosity",0.2
73,Lasso_NonZero,29,ElasticNet,0.6043,0.651,0.5191,0.0853,"{'model__l1_ratio': 0.3, 'model__alpha': 0.1}","sum_weighted_score, struggle_ratio, grind_capacity, boldness_score, impulsive_help_ratio, delayed_gratification_hint, hint_reliance_ratio, carefulness_index, tuas_dominance, keypad_dominance, hesitation_penalty, exploration_efficiency, hint_dependency_gravity, reckless_action_index, calculated_risk_taking, stubborn_failure_magnitude, time_diff_end_vs_start, ratio_success_per_duration, inter_hint_x_skip, Comp_Awareness_Limit, Psych_Ego_Awareness, ratio_struggle_time, HighOrd_Star_x_Effort, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.6
74,MutualInfo_p90,8,PLSRegression,0.6057,0.6512,0.5174,0.0848,{'model__n_components': 2},"sum_weighted_score, humility_challenging, stubbornness_index, impulsive_help_ratio, adaptive_learning_capacity, ratio_redo_success, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer",0.2
75,Kendall_gt0.15,21,Ridge,0.6059,0.6513,0.5193,0.0846,{'model__alpha': 100.0},"sum_weighted_score, humility_challenging, struggle_ratio, grind_capacity, score_velocity, stubbornness_index, adaptive_learning_capacity, ratio_redo_success, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.3
76,Pearson_gt0.30,6,ElasticNet,0.6033,0.6513,0.522,0.0845,"{'model__l1_ratio': 0.7, 'model__alpha': 0.01}","sum_weighted_score, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Mutant_Omega_Curiosity",0.3
77,MutualInfo_p80,16,PLSRegression,0.6068,0.6514,0.5202,0.0843,{'model__n_components': 2},"sum_weighted_score, humility_challenging, struggle_ratio, grind_capacity, hard_challenge_efficiency, stubbornness_index, impulsive_help_ratio, adaptive_learning_capacity, ratio_redo_success, Comp_Joyous_Exploration, inter_exploratory_brilliance, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.3
78,RF_Importance_p80,16,KNN_Regressor,0.6165,0.6515,0.5146,0.0839,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}","sum_weighted_score, score_velocity, hint_reading_duration, contemplation_index, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_squared, Psych_Flow_Stamina, ratio_struggle_time, inter_obsessive_correction, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Mutant_AoL_Resilience",0.8
79,Kendall_gt0.20,13,Lasso,0.6043,0.6515,0.5226,0.0841,{'model__alpha': 0.01},"sum_weighted_score, score_velocity, adaptive_learning_capacity, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.6
80,Spearman_gt0.30,11,Lasso,0.6042,0.6515,0.5226,0.0841,{'model__alpha': 0.01},"sum_weighted_score, score_velocity, adaptive_learning_capacity, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.3
81,MutualInfo_p80,16,Ridge,0.6064,0.6515,0.5198,0.084,{'model__alpha': 100.0},"sum_weighted_score, humility_challenging, struggle_ratio, grind_capacity, hard_challenge_efficiency, stubbornness_index, impulsive_help_ratio, adaptive_learning_capacity, ratio_redo_success, Comp_Joyous_Exploration, inter_exploratory_brilliance, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.3
82,MutualInfo_p80,16,KNN_Regressor,0.6081,0.6515,0.5229,0.0839,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, humility_challenging, struggle_ratio, grind_capacity, hard_challenge_efficiency, stubbornness_index, impulsive_help_ratio, adaptive_learning_capacity, ratio_redo_success, Comp_Joyous_Exploration, inter_exploratory_brilliance, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.5
83,Pearson_gt0.20,18,PLSRegression,0.6072,0.6516,0.5212,0.0837,{'model__n_components': 2},"sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, impulsive_help_ratio, ratio_redo_success, Comp_Joyous_Exploration, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.5
84,RF_Importance_p90,8,Lasso,0.6038,0.6516,0.5222,0.0838,{'model__alpha': 0.01},"sum_weighted_score, hint_reading_duration, time_diff_end_vs_start, time_diff_max_vs_avg, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Mutant_AoL_Resilience",0.2
85,RF_Importance_p90,8,PLSRegression,0.6062,0.6517,0.5235,0.0835,{'model__n_components': 3},"sum_weighted_score, hint_reading_duration, time_diff_end_vs_start, time_diff_max_vs_avg, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Mutant_AoL_Resilience",0.2
86,RFE_Ridge_Top20,20,SVR_RBF,0.6075,0.6519,0.5216,0.0827,"{'model__gamma': 0.001, 'model__epsilon': 0.01, 'model__C': 10.0}","sum_weighted_score, struggle_ratio, hard_challenge_efficiency, impulsive_help_ratio, carefulness_index, star_efficiency, ratio_hint_time, ratio_redo_success, PCA_Hints, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_strategic_retreat, inter_exploratory_brilliance, inter_obsessive_correction, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Mutant_Omega_Curiosity",1.4
87,Pearson_gt0.30,6,SVR_Linear,0.6081,0.652,0.5197,0.0827,"{'model__epsilon': 0.1, 'model__C': 10.0}","sum_weighted_score, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Mutant_Omega_Curiosity",0.3
88,Pearson_gt0.30,6,HuberRegressor,0.6067,0.6521,0.5233,0.0823,"{'model__epsilon': 2.0, 'model__alpha': 0.01}","sum_weighted_score, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Mutant_Omega_Curiosity",0.3
