,FS_Method,N_Features,ML_Model,CV_RMSE_dev,Holdout_RMSE,Holdout_MAE,Holdout_R2,Best_Params,Features,Time_sec
14,Lasso_NonZero,31,Lasso,0.7513,0.7714,0.6225,-0.0105,{'model__alpha': 10.0},"grind_capacity, boldness_score, engagement_persistence, delayed_gratification_hint, keypad_dominance, hesitation_penalty, exploration_efficiency, hint_dependency_gravity, reckless_action_index, calculated_risk_taking, stubborn_failure_magnitude, time_diff_end_vs_start, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, inter_hint_x_skip, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, Psych_Deprivation_Fixation, Psych_Adaptability_Log, Psych_Learned_Helplessness, Psych_Calculated_Risk_Growth, ratio_struggle_time, ratio_score_per_hint, inter_cowardice_penalty, HighOrd_Score_x_PCADuration, Comp_GBA_AoL_Anchored, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience",0.5
15,Pearson_gt0.20,5,SVR_Linear,0.7641,0.7718,0.6213,-0.0115,"{'model__epsilon': 0.5, 'model__C': 0.1}","Psych_Calculated_Risk_Growth, exploration_efficiency, stagnation_ratio, Feat_Strategic_Growth, HighOrd_Score_x_PCAStar",0.5
16,Pearson_gt0.15,5,SVR_Linear,0.7641,0.7718,0.6213,-0.0115,"{'model__epsilon': 0.5, 'model__C': 0.1}","Psych_Calculated_Risk_Growth, exploration_efficiency, stagnation_ratio, Feat_Strategic_Growth, HighOrd_Score_x_PCAStar",0.5
17,Spearman_gt0.20,5,XGBoost,0.7754,0.772,0.6169,-0.0121,"{'model__subsample': 0.8, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","Psych_Calculated_Risk_Growth, exploration_efficiency, hyper_curiosity_index, stagnation_ratio, Feat_Strategic_Growth",2.5
18,Spearman_gt0.15,5,XGBoost,0.7754,0.772,0.6169,-0.0121,"{'model__subsample': 0.8, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","Psych_Calculated_Risk_Growth, exploration_efficiency, hyper_curiosity_index, stagnation_ratio, Feat_Strategic_Growth",2.5
19,Kendall_gt0.10,5,Ridge,0.749,0.7722,0.6241,-0.0125,{'model__alpha': 500.0},"Psych_Calculated_Risk_Growth, stagnation_ratio, exploration_efficiency, hyper_curiosity_index, hint_dependency_gravity",0.2
20,RF_Importance_med,40,SVR_RBF,0.7486,0.7722,0.6256,-0.0125,"{'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 0.1}","score_velocity, stagnation_ratio, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, carefulness_index, contemplation_index, exploration_efficiency, reckless_action_index, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, ratio_score_per_hint, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",2.4
21,Kendall_gt0.15,5,Ridge,0.749,0.7722,0.6241,-0.0125,{'model__alpha': 500.0},"Psych_Calculated_Risk_Growth, stagnation_ratio, exploration_efficiency, hyper_curiosity_index, hint_dependency_gravity",0.2
22,RF_Importance_p80,16,SVR_RBF,0.7494,0.7724,0.6238,-0.013,"{'model__gamma': 0.001, 'model__epsilon': 0.1, 'model__C': 0.1}","score_velocity, hard_challenge_efficiency, engagement_persistence, carefulness_index, contemplation_index, exploration_efficiency, time_diff_end_vs_start, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, ratio_struggle_time, HighOrd_Star_x_Effort, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored",1.5
23,MutualInfo_p70,24,CatBoost,0.7534,0.7724,0.6232,-0.013,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 5, 'model__iterations': 50, 'model__depth': 6}","humility_challenging, struggle_ratio, grind_capacity, boldness_score, hard_challenge_efficiency, stubbornness_index, impulsive_help_ratio, exploration_efficiency, hint_dependency_gravity, hyper_curiosity_index, frustration_breakdown_ratio, adaptive_learning_capacity, time_diff_phase3_vs_phase1, ratio_success_per_duration, ratio_redo_success, PCA_Duration, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, Comp_GBA_AoL_Anchored, Feat_Cognitive_Waste, Mutant_AoL_Resilience, Mutant_Ego_Death",6.7
24,MutualInfo_p80,16,Lasso,0.7505,0.7725,0.6234,-0.0132,{'model__alpha': 1.0},"humility_challenging, struggle_ratio, boldness_score, hard_challenge_efficiency, stubbornness_index, impulsive_help_ratio, exploration_efficiency, hint_dependency_gravity, adaptive_learning_capacity, ratio_redo_success, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience",0.3
25,Kendall_gt0.15,5,CatBoost,0.7525,0.7725,0.6247,-0.0132,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 1, 'model__iterations': 50, 'model__depth': 4}","Psych_Calculated_Risk_Growth, stagnation_ratio, exploration_efficiency, hyper_curiosity_index, hint_dependency_gravity",3.0
26,MutualInfo_p70,24,Lasso,0.7505,0.7725,0.6234,-0.0132,{'model__alpha': 1.0},"humility_challenging, struggle_ratio, grind_capacity, boldness_score, hard_challenge_efficiency, stubbornness_index, impulsive_help_ratio, exploration_efficiency, hint_dependency_gravity, hyper_curiosity_index, frustration_breakdown_ratio, adaptive_learning_capacity, time_diff_phase3_vs_phase1, ratio_success_per_duration, ratio_redo_success, PCA_Duration, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, Comp_GBA_AoL_Anchored, Feat_Cognitive_Waste, Mutant_AoL_Resilience, Mutant_Ego_Death",0.4
27,Kendall_gt0.10,5,CatBoost,0.7525,0.7725,0.6247,-0.0132,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 1, 'model__iterations': 50, 'model__depth': 4}","Psych_Calculated_Risk_Growth, stagnation_ratio, exploration_efficiency, hyper_curiosity_index, hint_dependency_gravity",2.9
28,Kendall_gt0.15,5,Lasso,0.7487,0.7728,0.6262,-0.014,{'model__alpha': 1.0},"Psych_Calculated_Risk_Growth, stagnation_ratio, exploration_efficiency, hyper_curiosity_index, hint_dependency_gravity",0.2
29,Kendall_gt0.10,5,Lasso,0.7487,0.7728,0.6262,-0.014,{'model__alpha': 1.0},"Psych_Calculated_Risk_Growth, stagnation_ratio, exploration_efficiency, hyper_curiosity_index, hint_dependency_gravity",0.2
30,Spearman_gt0.15,5,Lasso,0.7487,0.7728,0.6262,-0.014,{'model__alpha': 1.0},"Psych_Calculated_Risk_Growth, exploration_efficiency, hyper_curiosity_index, stagnation_ratio, Feat_Strategic_Growth",0.2
31,Spearman_gt0.20,5,Lasso,0.7487,0.7728,0.6262,-0.014,{'model__alpha': 1.0},"Psych_Calculated_Risk_Growth, exploration_efficiency, hyper_curiosity_index, stagnation_ratio, Feat_Strategic_Growth",0.3
32,Kendall_gt0.10,5,HuberRegressor,0.7507,0.773,0.6246,-0.0146,"{'model__epsilon': 2.0, 'model__alpha': 0.01}","Psych_Calculated_Risk_Growth, stagnation_ratio, exploration_efficiency, hyper_curiosity_index, hint_dependency_gravity",0.5
33,Kendall_gt0.15,5,HuberRegressor,0.7507,0.773,0.6246,-0.0146,"{'model__epsilon': 2.0, 'model__alpha': 0.01}","Psych_Calculated_Risk_Growth, stagnation_ratio, exploration_efficiency, hyper_curiosity_index, hint_dependency_gravity",0.5
34,Kendall_gt0.15,5,PLSRegression,0.7498,0.7731,0.6264,-0.0149,{'model__n_components': 2},"Psych_Calculated_Risk_Growth, stagnation_ratio, exploration_efficiency, hyper_curiosity_index, hint_dependency_gravity",0.2
35,Kendall_gt0.10,5,PLSRegression,0.7498,0.7731,0.6264,-0.0149,{'model__n_components': 2},"Psych_Calculated_Risk_Growth, stagnation_ratio, exploration_efficiency, hyper_curiosity_index, hint_dependency_gravity",0.2
36,Lasso_NonZero,31,RandomForest,0.7539,0.7732,0.6264,-0.0151,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__max_features': 'log2', 'model__max_depth': 5}","grind_capacity, boldness_score, engagement_persistence, delayed_gratification_hint, keypad_dominance, hesitation_penalty, exploration_efficiency, hint_dependency_gravity, reckless_action_index, calculated_risk_taking, stubborn_failure_magnitude, time_diff_end_vs_start, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, inter_hint_x_skip, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, Psych_Deprivation_Fixation, Psych_Adaptability_Log, Psych_Learned_Helplessness, Psych_Calculated_Risk_Growth, ratio_struggle_time, ratio_score_per_hint, inter_cowardice_penalty, HighOrd_Score_x_PCADuration, Comp_GBA_AoL_Anchored, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience",5.5
37,Spearman_gt0.20,5,ElasticNet,0.7486,0.7733,0.6268,-0.0154,"{'model__l1_ratio': 0.3, 'model__alpha': 1.0}","Psych_Calculated_Risk_Growth, exploration_efficiency, hyper_curiosity_index, stagnation_ratio, Feat_Strategic_Growth",0.4
38,Kendall_gt0.15,5,ElasticNet,0.7486,0.7733,0.6268,-0.0154,"{'model__l1_ratio': 0.3, 'model__alpha': 1.0}","Psych_Calculated_Risk_Growth, stagnation_ratio, exploration_efficiency, hyper_curiosity_index, hint_dependency_gravity",0.3
39,Kendall_gt0.10,5,ElasticNet,0.7486,0.7733,0.6268,-0.0154,"{'model__l1_ratio': 0.3, 'model__alpha': 1.0}","Psych_Calculated_Risk_Growth, stagnation_ratio, exploration_efficiency, hyper_curiosity_index, hint_dependency_gravity",0.3
40,Spearman_gt0.15,5,ElasticNet,0.7486,0.7733,0.6268,-0.0154,"{'model__l1_ratio': 0.3, 'model__alpha': 1.0}","Psych_Calculated_Risk_Growth, exploration_efficiency, hyper_curiosity_index, stagnation_ratio, Feat_Strategic_Growth",0.3
41,RF_Importance_med,40,ElasticNet,0.7477,0.7735,0.6272,-0.0159,"{'model__l1_ratio': 0.1, 'model__alpha': 1.0}","score_velocity, stagnation_ratio, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, carefulness_index, contemplation_index, exploration_efficiency, reckless_action_index, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, ratio_score_per_hint, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.8
42,Lasso_NonZero,31,SVR_RBF,0.75,0.7735,0.6219,-0.0158,"{'model__gamma': 0.001, 'model__epsilon': 0.1, 'model__C': 0.1}","grind_capacity, boldness_score, engagement_persistence, delayed_gratification_hint, keypad_dominance, hesitation_penalty, exploration_efficiency, hint_dependency_gravity, reckless_action_index, calculated_risk_taking, stubborn_failure_magnitude, time_diff_end_vs_start, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, inter_hint_x_skip, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, Psych_Deprivation_Fixation, Psych_Adaptability_Log, Psych_Learned_Helplessness, Psych_Calculated_Risk_Growth, ratio_struggle_time, ratio_score_per_hint, inter_cowardice_penalty, HighOrd_Score_x_PCADuration, Comp_GBA_AoL_Anchored, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience",2.0
43,RF_Importance_p80,16,XGBoost,0.7745,0.7736,0.625,-0.0162,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","score_velocity, hard_challenge_efficiency, engagement_persistence, carefulness_index, contemplation_index, exploration_efficiency, time_diff_end_vs_start, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, ratio_struggle_time, HighOrd_Star_x_Effort, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored",10.1
44,RFE_Ridge_Top20,20,SVR_RBF,0.7505,0.7737,0.6233,-0.0165,"{'model__gamma': 0.001, 'model__epsilon': 0.1, 'model__C': 0.1}","sum_weighted_score, score_velocity, boldness_score, hard_challenge_efficiency, apathy_speed, engagement_persistence, carefulness_index, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, ratio_redo_success, PCA_Hints, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Adaptability_Log, inter_exploratory_brilliance, inter_obsessive_correction, Comp_GBA_DS_Anchored, Feat_Strategic_Growth, Mutant_Omega_Curiosity",1.7
45,Lasso_NonZero,31,CatBoost,0.7514,0.7737,0.6237,-0.0165,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 1, 'model__iterations': 50, 'model__depth': 6}","grind_capacity, boldness_score, engagement_persistence, delayed_gratification_hint, keypad_dominance, hesitation_penalty, exploration_efficiency, hint_dependency_gravity, reckless_action_index, calculated_risk_taking, stubborn_failure_magnitude, time_diff_end_vs_start, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, inter_hint_x_skip, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, Psych_Deprivation_Fixation, Psych_Adaptability_Log, Psych_Learned_Helplessness, Psych_Calculated_Risk_Growth, ratio_struggle_time, ratio_score_per_hint, inter_cowardice_penalty, HighOrd_Score_x_PCADuration, Comp_GBA_AoL_Anchored, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience",8.1
46,RF_Importance_med,40,Lasso,0.7477,0.7738,0.6275,-0.0167,{'model__alpha': 0.1},"score_velocity, stagnation_ratio, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, carefulness_index, contemplation_index, exploration_efficiency, reckless_action_index, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, ratio_score_per_hint, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.5
47,Kendall_gt0.15,5,XGBoost,0.7741,0.7741,0.6211,-0.0174,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1.0}","Psych_Calculated_Risk_Growth, stagnation_ratio, exploration_efficiency, hyper_curiosity_index, hint_dependency_gravity",2.1
48,Kendall_gt0.10,5,XGBoost,0.7741,0.7741,0.6211,-0.0174,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1.0}","Psych_Calculated_Risk_Growth, stagnation_ratio, exploration_efficiency, hyper_curiosity_index, hint_dependency_gravity",2.1
49,Kendall_gt0.10,5,SVR_RBF,0.7487,0.7742,0.6273,-0.0179,"{'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 0.1}","Psych_Calculated_Risk_Growth, stagnation_ratio, exploration_efficiency, hyper_curiosity_index, hint_dependency_gravity",0.8
50,Kendall_gt0.15,5,SVR_RBF,0.7487,0.7742,0.6273,-0.0179,"{'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 0.1}","Psych_Calculated_Risk_Growth, stagnation_ratio, exploration_efficiency, hyper_curiosity_index, hint_dependency_gravity",0.8
51,Spearman_gt0.20,5,SVR_RBF,0.7487,0.7743,0.6273,-0.0179,"{'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 0.1}","Psych_Calculated_Risk_Growth, exploration_efficiency, hyper_curiosity_index, stagnation_ratio, Feat_Strategic_Growth",1.0
52,Spearman_gt0.15,5,SVR_RBF,0.7487,0.7743,0.6273,-0.0179,"{'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 0.1}","Psych_Calculated_Risk_Growth, exploration_efficiency, hyper_curiosity_index, stagnation_ratio, Feat_Strategic_Growth",0.8
53,Spearman_gt0.20,5,HuberRegressor,0.7518,0.7744,0.6238,-0.0182,"{'model__epsilon': 1.5, 'model__alpha': 0.01}","Psych_Calculated_Risk_Growth, exploration_efficiency, hyper_curiosity_index, stagnation_ratio, Feat_Strategic_Growth",0.6
54,Spearman_gt0.15,5,HuberRegressor,0.7518,0.7744,0.6238,-0.0182,"{'model__epsilon': 1.5, 'model__alpha': 0.01}","Psych_Calculated_Risk_Growth, exploration_efficiency, hyper_curiosity_index, stagnation_ratio, Feat_Strategic_Growth",0.5
55,RFE_Ridge_Top20,20,KNN_Regressor,0.7645,0.7745,0.6259,-0.0185,"{'model__weights': 'distance', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, score_velocity, boldness_score, hard_challenge_efficiency, apathy_speed, engagement_persistence, carefulness_index, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, ratio_redo_success, PCA_Hints, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Adaptability_Log, inter_exploratory_brilliance, inter_obsessive_correction, Comp_GBA_DS_Anchored, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.5
56,RF_Importance_p80,16,RandomForest,0.7534,0.7747,0.6241,-0.0191,"{'model__n_estimators': 100, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","score_velocity, hard_challenge_efficiency, engagement_persistence, carefulness_index, contemplation_index, exploration_efficiency, time_diff_end_vs_start, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, ratio_struggle_time, HighOrd_Star_x_Effort, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored",5.3
57,RF_Importance_med,40,CatBoost,0.7537,0.775,0.6233,-0.0199,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 5, 'model__iterations': 50, 'model__depth': 6}","score_velocity, stagnation_ratio, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, carefulness_index, contemplation_index, exploration_efficiency, reckless_action_index, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, ratio_score_per_hint, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",12.5
58,MutualInfo_p70,24,RandomForest,0.7543,0.7752,0.6272,-0.0205,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","humility_challenging, struggle_ratio, grind_capacity, boldness_score, hard_challenge_efficiency, stubbornness_index, impulsive_help_ratio, exploration_efficiency, hint_dependency_gravity, hyper_curiosity_index, frustration_breakdown_ratio, adaptive_learning_capacity, time_diff_phase3_vs_phase1, ratio_success_per_duration, ratio_redo_success, PCA_Duration, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, Comp_GBA_AoL_Anchored, Feat_Cognitive_Waste, Mutant_AoL_Resilience, Mutant_Ego_Death",5.1
59,Spearman_gt0.20,5,Ridge,0.75,0.7754,0.6268,-0.0209,{'model__alpha': 500.0},"Psych_Calculated_Risk_Growth, exploration_efficiency, hyper_curiosity_index, stagnation_ratio, Feat_Strategic_Growth",0.3
60,RF_Importance_p80,16,Ridge,0.7518,0.7754,0.6262,-0.0209,{'model__alpha': 500.0},"score_velocity, hard_challenge_efficiency, engagement_persistence, carefulness_index, contemplation_index, exploration_efficiency, time_diff_end_vs_start, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, ratio_struggle_time, HighOrd_Star_x_Effort, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored",0.3
61,Spearman_gt0.15,5,Ridge,0.75,0.7754,0.6268,-0.0209,{'model__alpha': 500.0},"Psych_Calculated_Risk_Growth, exploration_efficiency, hyper_curiosity_index, stagnation_ratio, Feat_Strategic_Growth",0.2
62,RF_Importance_med,40,KNN_Regressor,0.7641,0.7754,0.6194,-0.0209,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}","score_velocity, stagnation_ratio, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, carefulness_index, contemplation_index, exploration_efficiency, reckless_action_index, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, ratio_score_per_hint, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.8
63,Spearman_gt0.20,5,CatBoost,0.7524,0.7758,0.6234,-0.0219,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 50, 'model__depth': 4}","Psych_Calculated_Risk_Growth, exploration_efficiency, hyper_curiosity_index, stagnation_ratio, Feat_Strategic_Growth",3.2
64,Spearman_gt0.15,5,CatBoost,0.7524,0.7758,0.6234,-0.0219,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 50, 'model__depth': 4}","Psych_Calculated_Risk_Growth, exploration_efficiency, hyper_curiosity_index, stagnation_ratio, Feat_Strategic_Growth",3.4
65,MutualInfo_p80,16,HuberRegressor,0.7594,0.7759,0.6313,-0.0221,"{'model__epsilon': 2.0, 'model__alpha': 0.01}","humility_challenging, struggle_ratio, boldness_score, hard_challenge_efficiency, stubbornness_index, impulsive_help_ratio, exploration_efficiency, hint_dependency_gravity, adaptive_learning_capacity, ratio_redo_success, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience",0.9
66,Kendall_gt0.15,5,RandomForest,0.7588,0.776,0.6269,-0.0225,"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__max_features': 'sqrt', 'model__max_depth': 5}","Psych_Calculated_Risk_Growth, stagnation_ratio, exploration_efficiency, hyper_curiosity_index, hint_dependency_gravity",4.3
67,Kendall_gt0.10,5,RandomForest,0.7588,0.776,0.6269,-0.0225,"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__max_features': 'sqrt', 'model__max_depth': 5}","Psych_Calculated_Risk_Growth, stagnation_ratio, exploration_efficiency, hyper_curiosity_index, hint_dependency_gravity",4.3
68,Spearman_gt0.15,5,PLSRegression,0.7505,0.7763,0.6272,-0.0232,{'model__n_components': 2},"Psych_Calculated_Risk_Growth, exploration_efficiency, hyper_curiosity_index, stagnation_ratio, Feat_Strategic_Growth",0.2
69,Spearman_gt0.20,5,PLSRegression,0.7505,0.7763,0.6272,-0.0232,{'model__n_components': 2},"Psych_Calculated_Risk_Growth, exploration_efficiency, hyper_curiosity_index, stagnation_ratio, Feat_Strategic_Growth",0.2
70,Lasso_NonZero,31,Ridge,0.754,0.7765,0.6273,-0.0239,{'model__alpha': 500.0},"grind_capacity, boldness_score, engagement_persistence, delayed_gratification_hint, keypad_dominance, hesitation_penalty, exploration_efficiency, hint_dependency_gravity, reckless_action_index, calculated_risk_taking, stubborn_failure_magnitude, time_diff_end_vs_start, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, inter_hint_x_skip, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, Psych_Deprivation_Fixation, Psych_Adaptability_Log, Psych_Learned_Helplessness, Psych_Calculated_Risk_Growth, ratio_struggle_time, ratio_score_per_hint, inter_cowardice_penalty, HighOrd_Score_x_PCADuration, Comp_GBA_AoL_Anchored, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience",0.4
71,MutualInfo_p80,16,RandomForest,0.7554,0.7766,0.6285,-0.0241,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","humility_challenging, struggle_ratio, boldness_score, hard_challenge_efficiency, stubbornness_index, impulsive_help_ratio, exploration_efficiency, hint_dependency_gravity, adaptive_learning_capacity, ratio_redo_success, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience",4.9
72,MutualInfo_p70,24,Ridge,0.7529,0.7769,0.6277,-0.0249,{'model__alpha': 500.0},"humility_challenging, struggle_ratio, grind_capacity, boldness_score, hard_challenge_efficiency, stubbornness_index, impulsive_help_ratio, exploration_efficiency, hint_dependency_gravity, hyper_curiosity_index, frustration_breakdown_ratio, adaptive_learning_capacity, time_diff_phase3_vs_phase1, ratio_success_per_duration, ratio_redo_success, PCA_Duration, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, Comp_GBA_AoL_Anchored, Feat_Cognitive_Waste, Mutant_AoL_Resilience, Mutant_Ego_Death",0.4
