,FS_Method,N_Features,ML_Model,CV_RMSE_dev,Holdout_RMSE,Holdout_MAE,Holdout_R2,Best_Params,Features,Time_sec
28,Lasso_NonZero,33,PLSRegression,0.8301,0.8859,0.7461,0.0115,{'model__n_components': 2},"sum_weighted_score, humility_challenging, grind_capacity, score_velocity, boldness_score, hard_challenge_efficiency, impulsive_help_ratio, delayed_gratification_hint, tuas_dominance, star_efficiency, hesitation_penalty, hint_dependency_gravity, reckless_action_index, calculated_risk_taking, stubborn_failure_magnitude, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, inter_hint_x_skip, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Psych_Flow_Stamina, Psych_Deprivation_Fixation, Psych_Ego_Awareness, Psych_Adaptability_Log, ratio_struggle_time, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.7
29,Kendall_gt0.15,2,MLP_Regressor,0.8255,0.8862,0.7414,0.0108,"{'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (128,), 'model__alpha': 0.001, 'model__activation': 'tanh'}","sum_weighted_score, inter_exploratory_brilliance",5.3
30,Kendall_gt0.10,15,Lasso,0.8277,0.8865,0.7487,0.0101,{'model__alpha': 0.01},"sum_weighted_score, score_velocity, impulsive_help_ratio, adaptive_learning_capacity, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.3
31,Spearman_gt0.15,15,Lasso,0.8277,0.8865,0.7487,0.0101,{'model__alpha': 0.01},"sum_weighted_score, score_velocity, impulsive_help_ratio, adaptive_learning_capacity, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.4
32,Kendall_gt0.15,2,SVR_RBF,0.8214,0.8865,0.7445,0.0101,"{'model__gamma': 0.001, 'model__epsilon': 0.01, 'model__C': 10.0}","sum_weighted_score, inter_exploratory_brilliance",0.7
33,MutualInfo_p80,16,Ridge,0.829,0.8867,0.7445,0.0096,{'model__alpha': 500.0},"humility_challenging, grind_capacity, boldness_score, hard_challenge_efficiency, hint_reading_duration, stubbornness_index, impulsive_help_ratio, adaptive_learning_capacity, ratio_redo_success, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, HighOrd_Star_x_Effort, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.3
34,Spearman_gt0.20,7,CatBoost,0.8269,0.8867,0.743,0.0096,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 50, 'model__depth': 4}","sum_weighted_score, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",4.4
35,Pearson_gt0.15,11,CatBoost,0.8265,0.8867,0.7471,0.0098,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 50, 'model__depth': 4}","sum_weighted_score, score_velocity, impulsive_help_ratio, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_Omega_Curiosity",7.2
36,Lasso_NonZero,33,SVR_RBF,0.8254,0.8869,0.748,0.0091,"{'model__gamma': 0.01, 'model__epsilon': 0.01, 'model__C': 0.1}","sum_weighted_score, humility_challenging, grind_capacity, score_velocity, boldness_score, hard_challenge_efficiency, impulsive_help_ratio, delayed_gratification_hint, tuas_dominance, star_efficiency, hesitation_penalty, hint_dependency_gravity, reckless_action_index, calculated_risk_taking, stubborn_failure_magnitude, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, inter_hint_x_skip, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Psych_Flow_Stamina, Psych_Deprivation_Fixation, Psych_Ego_Awareness, Psych_Adaptability_Log, ratio_struggle_time, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",2.6
37,MutualInfo_p80,16,ElasticNet,0.8324,0.8869,0.7447,0.0092,"{'model__l1_ratio': 0.3, 'model__alpha': 0.1}","humility_challenging, grind_capacity, boldness_score, hard_challenge_efficiency, hint_reading_duration, stubbornness_index, impulsive_help_ratio, adaptive_learning_capacity, ratio_redo_success, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, HighOrd_Star_x_Effort, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.5
38,MutualInfo_p70,24,ElasticNet,0.8326,0.8869,0.7447,0.0092,"{'model__l1_ratio': 0.3, 'model__alpha': 0.1}","humility_challenging, grind_capacity, boldness_score, hard_challenge_efficiency, hint_reading_duration, stubbornness_index, impulsive_help_ratio, star_efficiency, hint_dependency_gravity, frustration_breakdown_ratio, adaptive_learning_capacity, time_diff_end_vs_start, ratio_hint_time, ratio_redo_success, PCA_Hints, Psych_Deprivation_Fixation, Psych_Ego_Awareness, Psych_Impulsive_Quit, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, HighOrd_Star_x_Effort, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.6
39,Spearman_gt0.15,15,SVR_RBF,0.8265,0.8871,0.7462,0.0089,"{'model__gamma': 0.01, 'model__epsilon': 0.01, 'model__C': 0.1}","sum_weighted_score, score_velocity, impulsive_help_ratio, adaptive_learning_capacity, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",1.3
40,Kendall_gt0.10,15,SVR_RBF,0.8265,0.8871,0.7462,0.0089,"{'model__gamma': 0.01, 'model__epsilon': 0.01, 'model__C': 0.1}","sum_weighted_score, score_velocity, impulsive_help_ratio, adaptive_learning_capacity, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",1.2
41,Spearman_gt0.20,7,Ridge,0.8234,0.8872,0.7458,0.0086,{'model__alpha': 500.0},"sum_weighted_score, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.3
42,Spearman_gt0.20,7,Lasso,0.8254,0.8873,0.7463,0.0084,{'model__alpha': 0.01},"sum_weighted_score, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.3
43,Pearson_gt0.20,6,SVR_RBF,0.8213,0.8873,0.7486,0.0084,"{'model__gamma': 0.001, 'model__epsilon': 0.01, 'model__C': 10.0}","sum_weighted_score, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Mutant_Omega_Curiosity",1.0
44,Spearman_gt0.20,7,ElasticNet,0.8254,0.8873,0.7465,0.0082,"{'model__l1_ratio': 0.7, 'model__alpha': 0.01}","sum_weighted_score, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.4
45,Spearman_gt0.20,7,PLSRegression,0.8262,0.8875,0.7465,0.0078,{'model__n_components': 3},"sum_weighted_score, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.2
46,Pearson_gt0.20,6,CatBoost,0.8252,0.8876,0.7466,0.0075,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 5, 'model__iterations': 50, 'model__depth': 6}","sum_weighted_score, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Mutant_Omega_Curiosity",13.6
47,MutualInfo_p70,24,Ridge,0.8301,0.8877,0.7452,0.0074,{'model__alpha': 500.0},"humility_challenging, grind_capacity, boldness_score, hard_challenge_efficiency, hint_reading_duration, stubbornness_index, impulsive_help_ratio, star_efficiency, hint_dependency_gravity, frustration_breakdown_ratio, adaptive_learning_capacity, time_diff_end_vs_start, ratio_hint_time, ratio_redo_success, PCA_Hints, Psych_Deprivation_Fixation, Psych_Ego_Awareness, Psych_Impulsive_Quit, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, HighOrd_Star_x_Effort, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.4
48,Pearson_gt0.15,11,SVR_RBF,0.8223,0.8882,0.7471,0.0063,"{'model__gamma': 0.01, 'model__epsilon': 0.01, 'model__C': 0.1}","sum_weighted_score, score_velocity, impulsive_help_ratio, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_Omega_Curiosity",3.9
49,Pearson_gt0.15,11,Lasso,0.8249,0.8882,0.7486,0.0062,{'model__alpha': 0.01},"sum_weighted_score, score_velocity, impulsive_help_ratio, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_Omega_Curiosity",1.0
50,RFE_Ridge_Top20,20,Lasso,0.8284,0.8884,0.755,0.0059,{'model__alpha': 0.01},"humility_challenging, boldness_score, hard_challenge_efficiency, apathy_speed, delayed_gratification_hint, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, ratio_redo_success, PCA_Duration, PCA_Hints, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, PCA_Performance_Star, inter_exploratory_brilliance, inter_obsessive_correction, Mutant_Omega_Curiosity",0.4
51,RF_Importance_med,40,ElasticNet,0.8309,0.8884,0.7471,0.0057,"{'model__l1_ratio': 0.3, 'model__alpha': 0.1}","sum_weighted_score, struggle_ratio, score_velocity, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, impulsive_help_ratio, carefulness_index, contemplation_index, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.9
52,Pearson_gt0.20,6,HuberRegressor,0.8291,0.8885,0.7479,0.0056,"{'model__epsilon': 2.0, 'model__alpha': 0.01}","sum_weighted_score, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Mutant_Omega_Curiosity",0.4
53,Pearson_gt0.15,11,Ridge,0.8232,0.8887,0.749,0.0051,{'model__alpha': 100.0},"sum_weighted_score, score_velocity, impulsive_help_ratio, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_Omega_Curiosity",1.1
54,Kendall_gt0.15,2,SVR_Linear,0.8213,0.8894,0.7488,0.0037,"{'model__epsilon': 0.01, 'model__C': 10.0}","sum_weighted_score, inter_exploratory_brilliance",0.2
55,MutualInfo_p80,16,Lasso,0.8326,0.8894,0.7517,0.0035,{'model__alpha': 0.01},"humility_challenging, grind_capacity, boldness_score, hard_challenge_efficiency, hint_reading_duration, stubbornness_index, impulsive_help_ratio, adaptive_learning_capacity, ratio_redo_success, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, HighOrd_Star_x_Effort, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.3
56,RF_Importance_p80,16,PLSRegression,0.8304,0.8896,0.744,0.0031,{'model__n_components': 2},"sum_weighted_score, score_velocity, contemplation_index, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, Psych_Flow_Stamina, ratio_struggle_time, inter_exploratory_brilliance, inter_obsessive_correction, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Mutant_AoL_Resilience",0.3
57,RF_Importance_med,40,Ridge,0.8332,0.8896,0.7484,0.0032,{'model__alpha': 500.0},"sum_weighted_score, struggle_ratio, score_velocity, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, impulsive_help_ratio, carefulness_index, contemplation_index, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.5
58,MutualInfo_p80,16,CatBoost,0.8286,0.8897,0.7464,0.0029,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 50, 'model__depth': 4}","humility_challenging, grind_capacity, boldness_score, hard_challenge_efficiency, hint_reading_duration, stubbornness_index, impulsive_help_ratio, adaptive_learning_capacity, ratio_redo_success, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, HighOrd_Star_x_Effort, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",5.2
59,Spearman_gt0.20,7,HuberRegressor,0.8288,0.8901,0.7486,0.0021,"{'model__epsilon': 2.0, 'model__alpha': 0.01}","sum_weighted_score, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.5
60,Pearson_gt0.15,11,ElasticNet,0.8247,0.8908,0.7514,0.0004,"{'model__l1_ratio': 0.7, 'model__alpha': 0.01}","sum_weighted_score, score_velocity, impulsive_help_ratio, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_Omega_Curiosity",2.8
61,MutualInfo_p70,24,Lasso,0.8332,0.8911,0.7525,-0.0002,{'model__alpha': 0.01},"humility_challenging, grind_capacity, boldness_score, hard_challenge_efficiency, hint_reading_duration, stubbornness_index, impulsive_help_ratio, star_efficiency, hint_dependency_gravity, frustration_breakdown_ratio, adaptive_learning_capacity, time_diff_end_vs_start, ratio_hint_time, ratio_redo_success, PCA_Hints, Psych_Deprivation_Fixation, Psych_Ego_Awareness, Psych_Impulsive_Quit, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, HighOrd_Star_x_Effort, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.4
62,Spearman_gt0.20,7,SVR_RBF,0.822,0.8912,0.7528,-0.0005,"{'model__gamma': 0.001, 'model__epsilon': 0.01, 'model__C': 10.0}","sum_weighted_score, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",1.0
63,RF_Importance_p80,16,CatBoost,0.8229,0.8913,0.7452,-0.0006,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 50, 'model__depth': 4}","sum_weighted_score, score_velocity, contemplation_index, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, Psych_Flow_Stamina, ratio_struggle_time, inter_exploratory_brilliance, inter_obsessive_correction, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Mutant_AoL_Resilience",7.4
64,RF_Importance_med,40,PLSRegression,0.8385,0.8915,0.7492,-0.0011,{'model__n_components': 2},"sum_weighted_score, struggle_ratio, score_velocity, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, impulsive_help_ratio, carefulness_index, contemplation_index, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.5
65,MutualInfo_p70,24,CatBoost,0.8293,0.8916,0.7489,-0.0013,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 50, 'model__depth': 4}","humility_challenging, grind_capacity, boldness_score, hard_challenge_efficiency, hint_reading_duration, stubbornness_index, impulsive_help_ratio, star_efficiency, hint_dependency_gravity, frustration_breakdown_ratio, adaptive_learning_capacity, time_diff_end_vs_start, ratio_hint_time, ratio_redo_success, PCA_Hints, Psych_Deprivation_Fixation, Psych_Ego_Awareness, Psych_Impulsive_Quit, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, HighOrd_Star_x_Effort, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",6.5
66,RF_Importance_p80,16,Lasso,0.8292,0.8918,0.751,-0.0017,{'model__alpha': 0.01},"sum_weighted_score, score_velocity, contemplation_index, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, Psych_Flow_Stamina, ratio_struggle_time, inter_exploratory_brilliance, inter_obsessive_correction, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Mutant_AoL_Resilience",0.3
67,Spearman_gt0.15,15,PLSRegression,0.8277,0.8923,0.7586,-0.003,{'model__n_components': 3},"sum_weighted_score, score_velocity, impulsive_help_ratio, adaptive_learning_capacity, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.3
68,Kendall_gt0.10,15,PLSRegression,0.8277,0.8923,0.7586,-0.003,{'model__n_components': 3},"sum_weighted_score, score_velocity, impulsive_help_ratio, adaptive_learning_capacity, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.2
69,Kendall_gt0.15,2,XGBoost,0.8338,0.8928,0.7452,-0.0041,"{'model__subsample': 0.8, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, inter_exploratory_brilliance",1.6
70,MutualInfo_p80,16,SVR_RBF,0.8288,0.8932,0.7517,-0.0048,"{'model__gamma': 0.01, 'model__epsilon': 0.01, 'model__C': 0.1}","humility_challenging, grind_capacity, boldness_score, hard_challenge_efficiency, hint_reading_duration, stubbornness_index, impulsive_help_ratio, adaptive_learning_capacity, ratio_redo_success, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, HighOrd_Star_x_Effort, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",1.4
71,Kendall_gt0.10,15,CatBoost,0.8278,0.8935,0.7562,-0.0056,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 5, 'model__iterations': 50, 'model__depth': 6}","sum_weighted_score, score_velocity, impulsive_help_ratio, adaptive_learning_capacity, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",6.3
72,Spearman_gt0.15,15,CatBoost,0.8278,0.8935,0.7562,-0.0056,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 5, 'model__iterations': 50, 'model__depth': 6}","sum_weighted_score, score_velocity, impulsive_help_ratio, adaptive_learning_capacity, Psych_Calculated_Risk, Psych_Ego_Awareness, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",6.5
73,Pearson_gt0.20,6,RandomForest,0.8257,0.8936,0.7548,-0.0059,"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Mutant_Omega_Curiosity",5.4
74,Pearson_gt0.20,6,SVR_Linear,0.8233,0.8943,0.759,-0.0074,"{'model__epsilon': 0.01, 'model__C': 10.0}","sum_weighted_score, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Mutant_Omega_Curiosity",0.3
75,Lasso_NonZero,33,Lasso,0.8331,0.8945,0.7561,-0.0079,{'model__alpha': 0.01},"sum_weighted_score, humility_challenging, grind_capacity, score_velocity, boldness_score, hard_challenge_efficiency, impulsive_help_ratio, delayed_gratification_hint, tuas_dominance, star_efficiency, hesitation_penalty, hint_dependency_gravity, reckless_action_index, calculated_risk_taking, stubborn_failure_magnitude, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, inter_hint_x_skip, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Psych_Flow_Stamina, Psych_Deprivation_Fixation, Psych_Ego_Awareness, Psych_Adaptability_Log, ratio_struggle_time, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.7
76,Spearman_gt0.20,7,SVR_Linear,0.8287,0.8946,0.7587,-0.0081,"{'model__epsilon': 0.01, 'model__C': 10.0}","sum_weighted_score, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.4
77,RF_Importance_med,40,CatBoost,0.827,0.8948,0.7496,-0.0085,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 50, 'model__depth': 4}","sum_weighted_score, struggle_ratio, score_velocity, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, impulsive_help_ratio, carefulness_index, contemplation_index, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",13.8
78,RF_Importance_med,40,SVR_RBF,0.835,0.8949,0.7549,-0.0087,"{'model__gamma': 0.01, 'model__epsilon': 0.01, 'model__C': 0.1}","sum_weighted_score, struggle_ratio, score_velocity, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, impulsive_help_ratio, carefulness_index, contemplation_index, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, PCA_Performance_Star, HighOrd_Star_x_Effort, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",2.3
