,FS_Method,N_Features,ML_Model,CV_RMSE_dev,Holdout_RMSE,Holdout_MAE,Holdout_R2,Best_Params,Features,Time_sec
69,Spearman_gt0.20,16,Ridge,0.6961,0.6926,0.5515,0.0256,{'model__alpha': 100.0},"sum_weighted_score, struggle_ratio, score_velocity, stubbornness_index, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.3
70,RF_Importance_med,40,RandomForest,0.696,0.693,0.5428,0.0245,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__max_features': 'log2', 'model__max_depth': 5}","sum_weighted_score, score_velocity, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, impulsive_help_ratio, carefulness_index, contemplation_index, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, Psych_Impulsive_Quit, ratio_struggle_time, inter_sweet_victory, HighOrd_Star_x_Effort, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",8.4
71,MutualInfo_p70,24,PLSRegression,0.6979,0.6931,0.5483,0.0243,{'model__n_components': 2},"sum_weighted_score, humility_challenging, grind_capacity, score_velocity, boldness_score, hard_challenge_efficiency, hint_effectiveness, stubbornness_index, impulsive_help_ratio, adaptive_learning_capacity, stubborn_failure_magnitude, time_diff_max_vs_avg, ratio_redo_success, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_strategic_retreat, inter_exploratory_brilliance, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.3
72,RFE_Ridge_Top20,20,PLSRegression,0.6937,0.6931,0.5506,0.0242,{'model__n_components': 2},"sum_weighted_score, humility_challenging, struggle_ratio, apathy_speed, exploration_efficiency, ratio_hint_time, ratio_redo_success, PCA_Duration, PCA_Hints, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_hint_per_star, ratio_struggle_time, inter_ambition_vs_reality, inter_strategic_retreat, inter_exploratory_brilliance, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.3
73,MutualInfo_p70,24,SVR_Linear,0.714,0.6933,0.5519,0.0237,"{'model__epsilon': 0.5, 'model__C': 1.0}","sum_weighted_score, humility_challenging, grind_capacity, score_velocity, boldness_score, hard_challenge_efficiency, hint_effectiveness, stubbornness_index, impulsive_help_ratio, adaptive_learning_capacity, stubborn_failure_magnitude, time_diff_max_vs_avg, ratio_redo_success, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_strategic_retreat, inter_exploratory_brilliance, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.9
74,Spearman_gt0.15,22,HuberRegressor,0.7061,0.6934,0.5506,0.0235,"{'model__epsilon': 1.35, 'model__alpha': 0.001}","sum_weighted_score, humility_challenging, struggle_ratio, grind_capacity, score_velocity, stubbornness_index, hint_dependency_gravity, adaptive_learning_capacity, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",2.4
75,Pearson_gt0.20,10,SVR_RBF,0.6949,0.694,0.5562,0.0217,"{'model__gamma': 0.001, 'model__epsilon': 0.01, 'model__C': 10.0}","sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",1.0
76,Spearman_gt0.20,16,SVR_Linear,0.6996,0.6943,0.5493,0.0208,"{'model__epsilon': 0.5, 'model__C': 1.0}","sum_weighted_score, struggle_ratio, score_velocity, stubbornness_index, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.9
77,Spearman_gt0.15,22,PLSRegression,0.6991,0.6945,0.5544,0.0202,{'model__n_components': 3},"sum_weighted_score, humility_challenging, struggle_ratio, grind_capacity, score_velocity, stubbornness_index, hint_dependency_gravity, adaptive_learning_capacity, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.3
78,Pearson_gt0.20,10,HuberRegressor,0.6949,0.6947,0.5527,0.0197,"{'model__epsilon': 1.35, 'model__alpha': 0.01}","sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.4
79,Spearman_gt0.20,16,HuberRegressor,0.6976,0.6949,0.55,0.0192,"{'model__epsilon': 2.0, 'model__alpha': 0.01}","sum_weighted_score, struggle_ratio, score_velocity, stubbornness_index, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",2.2
80,Pearson_gt0.15,15,XGBoost,0.7153,0.6949,0.5578,0.019,"{'model__subsample': 0.8, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, adaptive_learning_capacity, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",6.7
81,RF_Importance_p80,16,PLSRegression,0.6965,0.6955,0.5452,0.0175,{'model__n_components': 3},"sum_weighted_score, score_velocity, hint_reading_duration, carefulness_index, contemplation_index, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Psych_Flow_Stamina, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience, Mutant_Ego_Death",0.3
82,RF_Importance_med,40,Lasso,0.6983,0.6962,0.5415,0.0155,{'model__alpha': 0.01},"sum_weighted_score, score_velocity, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, impulsive_help_ratio, carefulness_index, contemplation_index, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, Psych_Impulsive_Quit, ratio_struggle_time, inter_sweet_victory, HighOrd_Star_x_Effort, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",1.4
83,Spearman_gt0.15,22,KNN_Regressor,0.7129,0.6962,0.5511,0.0153,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, humility_challenging, struggle_ratio, grind_capacity, score_velocity, stubbornness_index, hint_dependency_gravity, adaptive_learning_capacity, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.6
84,RFE_Ridge_Top20,20,ElasticNet,0.6931,0.6964,0.5494,0.015,"{'model__l1_ratio': 0.1, 'model__alpha': 0.01}","sum_weighted_score, humility_challenging, struggle_ratio, apathy_speed, exploration_efficiency, ratio_hint_time, ratio_redo_success, PCA_Duration, PCA_Hints, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_hint_per_star, ratio_struggle_time, inter_ambition_vs_reality, inter_strategic_retreat, inter_exploratory_brilliance, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.5
85,Spearman_gt0.20,16,PLSRegression,0.6957,0.6966,0.5545,0.0143,{'model__n_components': 2},"sum_weighted_score, struggle_ratio, score_velocity, stubbornness_index, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.4
86,Kendall_gt0.15,17,PLSRegression,0.6977,0.6967,0.5546,0.014,{'model__n_components': 2},"sum_weighted_score, struggle_ratio, grind_capacity, score_velocity, stubbornness_index, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.3
87,Kendall_gt0.10,24,KNN_Regressor,0.7131,0.6967,0.5513,0.0139,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, humility_challenging, struggle_ratio, grind_capacity, score_velocity, stubbornness_index, hint_reliance_ratio, hint_dependency_gravity, adaptive_learning_capacity, stubborn_failure_magnitude, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.7
88,RFE_Ridge_Top20,20,Ridge,0.6926,0.6969,0.549,0.0134,{'model__alpha': 10.0},"sum_weighted_score, humility_challenging, struggle_ratio, apathy_speed, exploration_efficiency, ratio_hint_time, ratio_redo_success, PCA_Duration, PCA_Hints, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_hint_per_star, ratio_struggle_time, inter_ambition_vs_reality, inter_strategic_retreat, inter_exploratory_brilliance, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.3
89,Lasso_NonZero,29,SVR_RBF,0.6984,0.6975,0.5596,0.0119,"{'model__gamma': 0.001, 'model__epsilon': 0.01, 'model__C': 10.0}","sum_weighted_score, struggle_ratio, grind_capacity, score_velocity, hint_reading_duration, delayed_gratification_hint, hint_reliance_ratio, tuas_dominance, keypad_dominance, hesitation_penalty, exploration_efficiency, hint_dependency_gravity, reckless_action_index, calculated_risk_taking, stubborn_failure_magnitude, time_diff_end_vs_start, time_diff_max_vs_avg, ratio_hint_time, inter_hint_x_skip, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Deprivation_Fixation, ratio_struggle_time, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",2.0
90,Kendall_gt0.10,24,SVR_RBF,0.7014,0.698,0.5574,0.0104,"{'model__gamma': 0.001, 'model__epsilon': 0.01, 'model__C': 10.0}","sum_weighted_score, humility_challenging, struggle_ratio, grind_capacity, score_velocity, stubbornness_index, hint_reliance_ratio, hint_dependency_gravity, adaptive_learning_capacity, stubborn_failure_magnitude, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",2.0
91,Spearman_gt0.15,22,SVR_RBF,0.7024,0.6988,0.5566,0.0082,"{'model__gamma': 0.001, 'model__epsilon': 0.01, 'model__C': 10.0}","sum_weighted_score, humility_challenging, struggle_ratio, grind_capacity, score_velocity, stubbornness_index, hint_dependency_gravity, adaptive_learning_capacity, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",1.6
92,MutualInfo_p70,24,SVR_RBF,0.7053,0.6989,0.5564,0.0077,"{'model__gamma': 'scale', 'model__epsilon': 0.01, 'model__C': 1.0}","sum_weighted_score, humility_challenging, grind_capacity, score_velocity, boldness_score, hard_challenge_efficiency, hint_effectiveness, stubbornness_index, impulsive_help_ratio, adaptive_learning_capacity, stubborn_failure_magnitude, time_diff_max_vs_avg, ratio_redo_success, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_strategic_retreat, inter_exploratory_brilliance, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",1.6
93,MutualInfo_p80,16,SVR_Linear,0.7012,0.6989,0.5583,0.0077,"{'model__epsilon': 0.5, 'model__C': 1.0}","sum_weighted_score, humility_challenging, score_velocity, boldness_score, hard_challenge_efficiency, stubbornness_index, adaptive_learning_capacity, time_diff_max_vs_avg, ratio_redo_success, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_strategic_retreat, inter_exploratory_brilliance, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.8
94,RFE_Ridge_Top20,20,SVR_RBF,0.6941,0.6991,0.5585,0.0073,"{'model__gamma': 0.001, 'model__epsilon': 0.01, 'model__C': 10.0}","sum_weighted_score, humility_challenging, struggle_ratio, apathy_speed, exploration_efficiency, ratio_hint_time, ratio_redo_success, PCA_Duration, PCA_Hints, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_hint_per_star, ratio_struggle_time, inter_ambition_vs_reality, inter_strategic_retreat, inter_exploratory_brilliance, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",1.4
95,MutualInfo_p80,16,KNN_Regressor,0.7051,0.6992,0.5523,0.0068,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}","sum_weighted_score, humility_challenging, score_velocity, boldness_score, hard_challenge_efficiency, stubbornness_index, adaptive_learning_capacity, time_diff_max_vs_avg, ratio_redo_success, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_strategic_retreat, inter_exploratory_brilliance, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.6
96,MutualInfo_p70,24,KNN_Regressor,0.7157,0.6993,0.5514,0.0067,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}","sum_weighted_score, humility_challenging, grind_capacity, score_velocity, boldness_score, hard_challenge_efficiency, hint_effectiveness, stubbornness_index, impulsive_help_ratio, adaptive_learning_capacity, stubborn_failure_magnitude, time_diff_max_vs_avg, ratio_redo_success, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_strategic_retreat, inter_exploratory_brilliance, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.6
97,RF_Importance_p80,16,SVR_RBF,0.6936,0.7001,0.5529,0.0043,"{'model__gamma': 0.001, 'model__epsilon': 0.01, 'model__C': 10.0}","sum_weighted_score, score_velocity, hint_reading_duration, carefulness_index, contemplation_index, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Psych_Flow_Stamina, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience, Mutant_Ego_Death",1.4
98,Spearman_gt0.20,16,KNN_Regressor,0.7119,0.7001,0.5467,0.0044,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, struggle_ratio, score_velocity, stubbornness_index, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.7
99,Kendall_gt0.15,17,HuberRegressor,0.7005,0.7008,0.5568,0.0023,"{'model__epsilon': 1.5, 'model__alpha': 0.01}","sum_weighted_score, struggle_ratio, grind_capacity, score_velocity, stubbornness_index, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",2.1
100,Kendall_gt0.15,17,KNN_Regressor,0.7143,0.7008,0.5455,0.0024,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, struggle_ratio, grind_capacity, score_velocity, stubbornness_index, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.5
101,Kendall_gt0.15,17,SVR_RBF,0.7018,0.7019,0.5608,-0.0008,"{'model__gamma': 0.001, 'model__epsilon': 0.01, 'model__C': 10.0}","sum_weighted_score, struggle_ratio, grind_capacity, score_velocity, stubbornness_index, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",1.2
102,Spearman_gt0.20,16,SVR_RBF,0.702,0.7021,0.5615,-0.0012,"{'model__gamma': 0.001, 'model__epsilon': 0.01, 'model__C': 10.0}","sum_weighted_score, struggle_ratio, score_velocity, stubbornness_index, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",1.3
103,MutualInfo_p80,16,XGBoost,0.7173,0.7029,0.5546,-0.0037,"{'model__subsample': 0.8, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, humility_challenging, score_velocity, boldness_score, hard_challenge_efficiency, stubbornness_index, adaptive_learning_capacity, time_diff_max_vs_avg, ratio_redo_success, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_strategic_retreat, inter_exploratory_brilliance, Feat_Strategic_Growth, Mutant_Omega_Curiosity",5.9
104,Pearson_gt0.20,10,KNN_Regressor,0.7124,0.7032,0.5562,-0.0045,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}","sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.4
105,Kendall_gt0.15,17,XGBoost,0.7236,0.7034,0.5654,-0.005,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 1.0}","sum_weighted_score, struggle_ratio, grind_capacity, score_velocity, stubbornness_index, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",8.6
106,RFE_Ridge_Top20,20,HuberRegressor,0.6952,0.7038,0.5589,-0.0061,"{'model__epsilon': 1.5, 'model__alpha': 0.0001}","sum_weighted_score, humility_challenging, struggle_ratio, apathy_speed, exploration_efficiency, ratio_hint_time, ratio_redo_success, PCA_Duration, PCA_Hints, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_hint_per_star, ratio_struggle_time, inter_ambition_vs_reality, inter_strategic_retreat, inter_exploratory_brilliance, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.8
107,Kendall_gt0.10,24,XGBoost,0.7217,0.7039,0.5606,-0.0064,"{'model__subsample': 0.8, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, humility_challenging, struggle_ratio, grind_capacity, score_velocity, stubbornness_index, hint_reliance_ratio, hint_dependency_gravity, adaptive_learning_capacity, stubborn_failure_magnitude, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",9.2
108,Pearson_gt0.15,15,KNN_Regressor,0.7124,0.7041,0.5584,-0.007,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}","sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, adaptive_learning_capacity, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.4
109,RF_Importance_p80,16,MLP_Regressor,0.7053,0.7049,0.5548,-0.0093,"{'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (128,), 'model__alpha': 0.001, 'model__activation': 'tanh'}","sum_weighted_score, score_velocity, hint_reading_duration, carefulness_index, contemplation_index, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Psych_Flow_Stamina, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience, Mutant_Ego_Death",12.4
110,RFE_Ridge_Top20,20,KNN_Regressor,0.7109,0.7049,0.5488,-0.0094,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}","sum_weighted_score, humility_challenging, struggle_ratio, apathy_speed, exploration_efficiency, ratio_hint_time, ratio_redo_success, PCA_Duration, PCA_Hints, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_hint_per_star, ratio_struggle_time, inter_ambition_vs_reality, inter_strategic_retreat, inter_exploratory_brilliance, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.5
111,RF_Importance_med,40,XGBoost,0.7287,0.7057,0.5555,-0.0116,"{'model__subsample': 0.8, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, score_velocity, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, impulsive_help_ratio, carefulness_index, contemplation_index, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, Psych_Impulsive_Quit, ratio_struggle_time, inter_sweet_victory, HighOrd_Star_x_Effort, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",33.3
112,RF_Importance_med,40,SVR_RBF,0.7073,0.7058,0.5544,-0.0119,"{'model__gamma': 'scale', 'model__epsilon': 0.01, 'model__C': 1.0}","sum_weighted_score, score_velocity, hard_challenge_efficiency, hint_reading_duration, hint_effectiveness, engagement_persistence, impulsive_help_ratio, carefulness_index, contemplation_index, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Flow_Stamina, Psych_Impulsive_Quit, ratio_struggle_time, inter_sweet_victory, HighOrd_Star_x_Effort, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",2.9
