,FS_Method,N_Features,ML_Model,CV_RMSE_dev,Holdout_RMSE,Holdout_MAE,Holdout_R2,Best_Params,Features,Time_sec
127,RFE_Ridge_Top30,30,RandomForest,1.0268,1.0924,0.8739,0.0226,"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, boldness_score, hard_challenge_efficiency, apathy_speed, hint_reading_duration, engagement_persistence, impulsive_help_ratio, carefulness_index, star_efficiency, exploration_efficiency, time_diff_max_vs_avg, ratio_hint_time, ratio_redo_success, PCA_Hints, Comp_Joyous_Exploration, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_ambition_vs_reality, PCA_Performance_Star, inter_exploratory_brilliance, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",7.8
128,Pearson_gt0.30,6,MLP_Regressor,1.019,1.0924,0.8699,0.0226,"{'model__learning_rate': 'adaptive', 'model__hidden_layer_sizes': (128,), 'model__alpha': 0.0001, 'model__activation': 'tanh'}","sum_weighted_score, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Mutant_Omega_Curiosity",15.0
129,Pearson_gt0.15,22,RandomForest,1.027,1.0927,0.8791,0.022,"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, boldness_score, hint_reliance_ratio, carefulness_index, adaptive_learning_capacity, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",6.3
130,Pearson_gt0.30,6,KNN_Regressor,1.0419,1.0928,0.8763,0.0219,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Mutant_Omega_Curiosity",0.5
131,RF_Importance_med,40,RandomForest,1.025,1.093,0.8709,0.0215,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__max_features': 'log2', 'model__max_depth': 5}","sum_weighted_score, struggle_ratio, score_velocity, hard_challenge_efficiency, hint_reading_duration, engagement_persistence, carefulness_index, contemplation_index, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, HighOrd_Star_x_Effort, ratio_score_per_hint, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",9.7
132,RF_Importance_med,40,PLSRegression,1.0208,1.0938,0.8718,0.0201,{'model__n_components': 2},"sum_weighted_score, struggle_ratio, score_velocity, hard_challenge_efficiency, hint_reading_duration, engagement_persistence, carefulness_index, contemplation_index, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, HighOrd_Star_x_Effort, ratio_score_per_hint, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.8
133,MutualInfo_p80,16,RandomForest,1.0331,1.0948,0.8748,0.0183,"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, humility_challenging, boldness_score, hard_challenge_efficiency, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",7.8
134,Pearson_gt0.20,10,XGBoost,1.06,1.0953,0.8852,0.0175,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, struggle_ratio, score_velocity, Comp_Joyous_Exploration, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",7.2
135,RFE_Ridge_Top20,20,RandomForest,1.0246,1.0969,0.8788,0.0145,"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, struggle_ratio, apathy_speed, hint_reading_duration, impulsive_help_ratio, star_efficiency, exploration_efficiency, ratio_hint_time, ratio_redo_success, PCA_Hints, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_ambition_vs_reality, PCA_Performance_Star, inter_exploratory_brilliance, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",7.7
136,Spearman_gt0.30,6,KNN_Regressor,1.0373,1.0978,0.8708,0.013,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}","sum_weighted_score, Psych_Calculated_Risk, inter_obsessive_correction, Feat_Resilient_Explorer, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.4
137,RF_Importance_p80,16,SVR_Linear,1.0314,1.0979,0.8726,0.0127,"{'model__epsilon': 0.5, 'model__C': 0.1}","sum_weighted_score, carefulness_index, contemplation_index, time_diff_end_vs_start, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, Psych_Flow_Stamina, ratio_struggle_time, HighOrd_Star_x_Effort, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",1.9
138,RF_Importance_med,40,Lasso,1.0207,1.0981,0.88,0.0124,{'model__alpha': 0.01},"sum_weighted_score, struggle_ratio, score_velocity, hard_challenge_efficiency, hint_reading_duration, engagement_persistence, carefulness_index, contemplation_index, exploration_efficiency, hyper_curiosity_index, adaptive_learning_capacity, time_diff_end_vs_start, time_diff_phase3_vs_phase1, time_diff_max_vs_avg, ratio_hint_time, ratio_success_per_duration, PCA_Duration, PCA_Hints, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Comp_Awareness_Limit, Psych_Calculated_Risk, Psych_Flow_Stamina, ratio_struggle_time, inter_sweet_victory, HighOrd_Star_x_Effort, ratio_score_per_hint, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.8
139,MutualInfo_p80,16,KNN_Regressor,1.0513,1.0988,0.883,0.0111,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}","sum_weighted_score, humility_challenging, boldness_score, hard_challenge_efficiency, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",1.1
140,RF_Importance_p80,16,PLSRegression,1.019,1.0989,0.874,0.011,{'model__n_components': 2},"sum_weighted_score, carefulness_index, contemplation_index, time_diff_end_vs_start, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, Psych_Flow_Stamina, ratio_struggle_time, HighOrd_Star_x_Effort, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.3
141,MutualInfo_p70,24,RandomForest,1.0269,1.0991,0.8772,0.0105,"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, humility_challenging, boldness_score, hard_challenge_efficiency, exploration_efficiency, frustration_breakdown_ratio, stubborn_failure_magnitude, time_diff_max_vs_avg, PCA_Dur_x_PCA_Hints, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",11.2
142,RF_Importance_p90,8,KNN_Regressor,1.0256,1.1003,0.8692,0.0084,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, time_diff_end_vs_start, time_diff_max_vs_avg, PCA_Dur_x_PCA_Hints, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.4
143,RF_Importance_p80,16,RandomForest,1.0286,1.1003,0.8797,0.0084,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__max_features': 'sqrt', 'model__max_depth': 5}","sum_weighted_score, carefulness_index, contemplation_index, time_diff_end_vs_start, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, Psych_Flow_Stamina, ratio_struggle_time, HighOrd_Star_x_Effort, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",10.4
144,RFE_Ridge_Top30,30,KNN_Regressor,1.0383,1.1009,0.8816,0.0074,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, boldness_score, hard_challenge_efficiency, apathy_speed, hint_reading_duration, engagement_persistence, impulsive_help_ratio, carefulness_index, star_efficiency, exploration_efficiency, time_diff_max_vs_avg, ratio_hint_time, ratio_redo_success, PCA_Hints, Comp_Joyous_Exploration, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_ambition_vs_reality, PCA_Performance_Star, inter_exploratory_brilliance, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.8
145,RFE_Ridge_Top20,20,SVR_Linear,1.0215,1.1009,0.8752,0.0074,"{'model__epsilon': 0.5, 'model__C': 1.0}","sum_weighted_score, struggle_ratio, apathy_speed, hint_reading_duration, impulsive_help_ratio, star_efficiency, exploration_efficiency, ratio_hint_time, ratio_redo_success, PCA_Hints, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_ambition_vs_reality, PCA_Performance_Star, inter_exploratory_brilliance, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",1.2
146,RFE_Ridge_Top30,30,Lasso,1.0161,1.1012,0.8867,0.0068,{'model__alpha': 0.01},"sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, boldness_score, hard_challenge_efficiency, apathy_speed, hint_reading_duration, engagement_persistence, impulsive_help_ratio, carefulness_index, star_efficiency, exploration_efficiency, time_diff_max_vs_avg, ratio_hint_time, ratio_redo_success, PCA_Hints, Comp_Joyous_Exploration, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_ambition_vs_reality, PCA_Performance_Star, inter_exploratory_brilliance, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.8
147,Kendall_gt0.20,7,KNN_Regressor,1.036,1.1029,0.8804,0.0037,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}","sum_weighted_score, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.4
148,RF_Importance_p80,16,SVR_RBF,1.0263,1.1033,0.8768,0.003,"{'model__gamma': 0.01, 'model__epsilon': 0.1, 'model__C': 1.0}","sum_weighted_score, carefulness_index, contemplation_index, time_diff_end_vs_start, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, Psych_Flow_Stamina, ratio_struggle_time, HighOrd_Star_x_Effort, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",2.5
149,Lasso_NonZero,36,CatBoost,1.0236,1.1036,0.8845,0.0026,"{'model__learning_rate': 0.05, 'model__l2_leaf_reg': 3, 'model__iterations': 100, 'model__depth': 4}","struggle_ratio, grind_capacity, hint_reading_duration, engagement_persistence, impulsive_help_ratio, hint_reliance_ratio, carefulness_index, keypad_dominance, hesitation_penalty, exploration_efficiency, hint_dependency_gravity, calculated_risk_taking, stubborn_failure_magnitude, time_diff_end_vs_start, time_diff_max_vs_avg, ratio_success_per_duration, inter_hint_x_skip, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Psych_Flow_Stamina, Psych_Ego_Awareness, Psych_Impulsive_Quit, Psych_Independent_Efficiency, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_ambition_vs_reality, HighOrd_Star_x_Effort, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, Comp_GBA_AoL_Anchored, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",13.8
150,Lasso_NonZero,36,RandomForest,1.0205,1.1036,0.8815,0.0025,"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__max_features': 'log2', 'model__max_depth': 5}","struggle_ratio, grind_capacity, hint_reading_duration, engagement_persistence, impulsive_help_ratio, hint_reliance_ratio, carefulness_index, keypad_dominance, hesitation_penalty, exploration_efficiency, hint_dependency_gravity, calculated_risk_taking, stubborn_failure_magnitude, time_diff_end_vs_start, time_diff_max_vs_avg, ratio_success_per_duration, inter_hint_x_skip, PCA_Dur_x_PCA_Hints, PCA_Dur_squared, Psych_Flow_Stamina, Psych_Ego_Awareness, Psych_Impulsive_Quit, Psych_Independent_Efficiency, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_ambition_vs_reality, HighOrd_Star_x_Effort, inter_obsessive_correction, inter_cowardice_penalty, HighOrd_Score_x_PCAStar, Comp_GBA_AoL_Anchored, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",10.2
151,Kendall_gt0.15,16,XGBoost,1.0613,1.1039,0.8856,0.0019,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, struggle_ratio, score_velocity, stubbornness_index, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",9.2
152,Kendall_gt0.10,31,PLSRegression,1.0286,1.105,0.8742,-0.0,{'model__n_components': 2},"sum_weighted_score, humility_challenging, struggle_ratio, grind_capacity, score_velocity, boldness_score, stagnation_ratio, stubbornness_index, delayed_gratification_hint, hint_reliance_ratio, carefulness_index, hint_dependency_gravity, calculated_risk_taking, adaptive_learning_capacity, stubborn_failure_magnitude, ratio_redo_success, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, inter_ambition_vs_reality, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.7
153,RFE_Ridge_Top30,30,ElasticNet,1.0175,1.1065,0.8899,-0.0027,"{'model__l1_ratio': 0.7, 'model__alpha': 0.01}","sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, boldness_score, hard_challenge_efficiency, apathy_speed, hint_reading_duration, engagement_persistence, impulsive_help_ratio, carefulness_index, star_efficiency, exploration_efficiency, time_diff_max_vs_avg, ratio_hint_time, ratio_redo_success, PCA_Hints, Comp_Joyous_Exploration, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_ambition_vs_reality, PCA_Performance_Star, inter_exploratory_brilliance, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",1.1
154,Spearman_gt0.15,25,SVR_RBF,1.0461,1.1065,0.8886,-0.0027,"{'model__gamma': 'scale', 'model__epsilon': 0.1, 'model__C': 100.0}","sum_weighted_score, struggle_ratio, grind_capacity, score_velocity, boldness_score, stagnation_ratio, stubbornness_index, hint_reliance_ratio, carefulness_index, hint_dependency_gravity, adaptive_learning_capacity, ratio_redo_success, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",2.9
155,RFE_Ridge_Top20,20,KNN_Regressor,1.0431,1.1066,0.8855,-0.0029,"{'model__weights': 'uniform', 'model__p': 1, 'model__n_neighbors': 15}","sum_weighted_score, struggle_ratio, apathy_speed, hint_reading_duration, impulsive_help_ratio, star_efficiency, exploration_efficiency, ratio_hint_time, ratio_redo_success, PCA_Hints, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_ambition_vs_reality, PCA_Performance_Star, inter_exploratory_brilliance, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",1.1
156,MutualInfo_p90,8,MLP_Regressor,1.0236,1.1067,0.8777,-0.0031,"{'model__learning_rate': 'constant', 'model__hidden_layer_sizes': (128,), 'model__alpha': 0.001, 'model__activation': 'tanh'}","sum_weighted_score, humility_challenging, boldness_score, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, HighOrd_Score_x_PCADuration",20.0
157,Spearman_gt0.15,25,PLSRegression,1.0297,1.1068,0.8813,-0.0033,{'model__n_components': 2},"sum_weighted_score, struggle_ratio, grind_capacity, score_velocity, boldness_score, stagnation_ratio, stubbornness_index, hint_reliance_ratio, carefulness_index, hint_dependency_gravity, adaptive_learning_capacity, ratio_redo_success, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Ego_Awareness, Psych_Calculated_Risk_Growth, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.5
158,Pearson_gt0.20,10,KNN_Regressor,1.0314,1.107,0.8734,-0.0036,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}","sum_weighted_score, struggle_ratio, score_velocity, Comp_Joyous_Exploration, Psych_Calculated_Risk, inter_exploratory_brilliance, inter_obsessive_correction, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",0.5
159,Spearman_gt0.20,16,XGBoost,1.0626,1.1075,0.8903,-0.0046,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, struggle_ratio, score_velocity, boldness_score, adaptive_learning_capacity, Comp_Joyous_Exploration, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",11.2
160,MutualInfo_p70,24,SVR_RBF,1.0252,1.1077,0.8836,-0.0049,"{'model__gamma': 0.01, 'model__epsilon': 0.1, 'model__C': 1.0}","sum_weighted_score, humility_challenging, boldness_score, hard_challenge_efficiency, exploration_efficiency, frustration_breakdown_ratio, stubborn_failure_magnitude, time_diff_max_vs_avg, PCA_Dur_x_PCA_Hints, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",3.6
161,RFE_Ridge_Top20,20,HuberRegressor,1.0233,1.1093,0.8784,-0.0079,"{'model__epsilon': 2.0, 'model__alpha': 0.01}","sum_weighted_score, struggle_ratio, apathy_speed, hint_reading_duration, impulsive_help_ratio, star_efficiency, exploration_efficiency, ratio_hint_time, ratio_redo_success, PCA_Hints, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_ambition_vs_reality, PCA_Performance_Star, inter_exploratory_brilliance, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",1.1
162,MutualInfo_p70,24,KNN_Regressor,1.0386,1.1099,0.8984,-0.009,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}","sum_weighted_score, humility_challenging, boldness_score, hard_challenge_efficiency, exploration_efficiency, frustration_breakdown_ratio, stubborn_failure_magnitude, time_diff_max_vs_avg, PCA_Dur_x_PCA_Hints, Comp_Joyous_Exploration, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, HighOrd_Score_x_PCAStar, HighOrd_Score_x_PCADuration, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Cognitive_Waste, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity, Mutant_Ego_Death",0.9
163,Pearson_gt0.15,22,PLSRegression,1.0219,1.1108,0.8856,-0.0107,{'model__n_components': 2},"sum_weighted_score, humility_challenging, struggle_ratio, score_velocity, boldness_score, hint_reliance_ratio, carefulness_index, adaptive_learning_capacity, ratio_redo_success, Comp_Joyous_Exploration, Comp_Awareness_Limit, Psych_Calculated_Risk, ratio_score_per_hint, inter_exploratory_brilliance, inter_obsessive_correction, inter_cowardice_penalty, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Feat_Strategic_Growth, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.5
164,RF_Importance_p90,8,XGBoost,1.0479,1.1131,0.8899,-0.0149,"{'model__subsample': 0.8, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, time_diff_end_vs_start, time_diff_max_vs_avg, PCA_Dur_x_PCA_Hints, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",8.6
165,RF_Importance_p80,16,KNN_Regressor,1.0438,1.1144,0.8895,-0.0171,"{'model__weights': 'uniform', 'model__p': 2, 'model__n_neighbors': 15}","sum_weighted_score, carefulness_index, contemplation_index, time_diff_end_vs_start, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, Psych_Flow_Stamina, ratio_struggle_time, HighOrd_Star_x_Effort, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",0.7
166,MutualInfo_p90,8,XGBoost,1.0606,1.1151,0.8959,-0.0184,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, humility_challenging, boldness_score, Psych_Calculated_Risk, Psych_Calculated_Risk_Growth, inter_exploratory_brilliance, inter_obsessive_correction, HighOrd_Score_x_PCADuration",6.5
167,RFE_Ridge_Top20,20,XGBoost,1.0594,1.1153,0.9,-0.0189,"{'model__subsample': 1.0, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, struggle_ratio, apathy_speed, hint_reading_duration, impulsive_help_ratio, star_efficiency, exploration_efficiency, ratio_hint_time, ratio_redo_success, PCA_Hints, Psych_Adaptability, Psych_Calculated_Risk_Growth, ratio_struggle_time, inter_ambition_vs_reality, PCA_Performance_Star, inter_exploratory_brilliance, Comp_GBA_DS_Anchored, Feat_Resilient_Explorer, Feat_Strategic_Growth, Mutant_Omega_Curiosity",12.3
168,RF_Importance_p80,16,XGBoost,1.0635,1.1159,0.8969,-0.0199,"{'model__subsample': 0.8, 'model__max_depth': 3, 'model__learning_rate': 0.05, 'model__colsample_bytree': 0.8}","sum_weighted_score, carefulness_index, contemplation_index, time_diff_end_vs_start, time_diff_max_vs_avg, ratio_success_per_duration, PCA_Dur_x_PCA_Hints, Psych_Flow_Stamina, ratio_struggle_time, HighOrd_Star_x_Effort, inter_obsessive_correction, Comp_GBA_AoL_Anchored, Feat_Resilient_Explorer, Feat_Ego_vs_Capacity, Mutant_AoL_Resilience, Mutant_Omega_Curiosity",14.4
